Hora,Zona de Carga,Precio Zonal,Energía,Pérdidas,Congestión,timestamp,tipo,sistema
11,VILLAHERMOSA,3748.25,4026.56,-278.31,0.0,2017-06-20 11:00:00,MDA,SIN
12,VILLAHERMOSA,3964.28,4002.69,-38.41,0.0,2017-06-20 12:00:00,MDA,SIN
13,VILLAHERMOSA,2345.7,2523.5,-177.79,0.0,2017-06-20 13:00:00,MDA,SIN
14,VILLAHERMOSA,3895.5,4025.46,-129.96,0.0,2017-06-20 14:00:00,MDA,SIN
15,VILLAHERMOSA,3803.5,4025.12,-221.63,0.0,2017-06-20 15:00:00,MDA,SIN
16,VILLAHERMOSA,3871.98,4101.78,-229.8,0.0,2017-06-20 16:00:00,MDA,SIN
17,VILLAHERMOSA,3969.46,4230.28,-260.82,0.0,2017-06-20 17:00:00,MDA,SIN
18,VILLAHERMOSA,4018.58,4183.65,-165.06,0.0,2017-06-20 18:00:00,MDA,SIN
19,VILLAHERMOSA,3036.78,3241.91,-205.12,0.0,2017-06-20 19:00:00,MDA,SIN
20,VILLAHERMOSA,3756.12,3953.13,-195.13,-1.88,2017-06-20 20:00:00,MDA,SIN
21,VILLAHERMOSA,3257.29,3395.57,-138.28,0.0,2017-06-20 21:00:00,MDA,SIN
22,VILLAHERMOSA,3867.4,3961.37,-93.97,0.0,2017-06-20 22:00:00,MDA,SIN
23,VILLAHERMOSA,3968.12,3980.48,-11.04,-1.33,2017-06-20 23:00:00,MDA,SIN
24,VILLAHERMOSA,2372.62,2449.97,-77.35,0.0,2017-06-21 00:00:00,MDA,SIN
1,XALAPA,3859.39,3942.82,-83.42,0.0,2017-06-20 01:00:00,MDA,SIN
2,XALAPA,3304.63,3343.6,-38.98,0.0,2017-06-20 02:00:00,MDA,SIN
3,XALAPA,2388.23,2405.82,-17.59,0.0,2017-06-20 03:00:00,MDA,SIN
4,XALAPA,1325.37,1324.2,1.17,0.0,2017-06-20 04:00:00,MDA,SIN
5,XALAPA,2486.25,2497.89,-11.64,0.0,2017-06-20 05:00:00,MDA,SIN
6,XALAPA,1478.02,1477.36,0.66,0.0,2017-06-20 06:00:00,MDA,SIN
7,XALAPA,2875.77,2879.73,-3.96,0.0,2017-06-20 07:00:00,MDA,SIN
8,XALAPA,2303.35,2309.77,-6.43,0.0,2017-06-20 08:00:00,MDA,SIN
9,XALAPA,4615.06,4677.74,-62.68,0.0,2017-06-20 09:00:00,MDA,SIN
10,XALAPA,3887.36,3988.79,-101.43,0.0,2017-06-20 10:00:00,MDA,SIN
11,XALAPA,3899.19,4026.56,-127.37,0.0,2017-06-20 11:00:00,MDA,SIN
12,XALAPA,3925.06,4002.69,-77.63,0.0,2017-06-20 12:00:00,MDA,SIN
13,XALAPA,2459.55,2523.5,-63.95,0.0,2017-06-20 13:00:00,MDA,SIN
14,XALAPA,3916.66,4025.46,-108.8,0.0,2017-06-20 14:00:00,MDA,SIN
15,XALAPA,3896.36,4025.12,-128.76,0.0,2017-06-20 15:00:00,MDA,SIN
16,XALAPA,3956.49,4101.78,-145.29,0.0,2017-06-20 16:00:00,MDA,SIN
17,XALAPA,4111.26,4230.28,-119.02,0.0,2017-06-20 17:00:00,MDA,SIN
18,XALAPA,4084.18,4183.65,-99.47,0.0,2017-06-20 18:00:00,MDA,SIN
19,XALAPA,3174.61,3241.91,-67.3,0.0,2017-06-20 19:00:00,MDA,SIN
20,XALAPA,3895.07,3953.13,-54.67,-3.39,2017-06-20 20:00:00,MDA,SIN
21,XALAPA,3387.47,3395.57,-8.1,0.0,2017-06-20 21:00:00,MDA,SIN
22,XALAPA,3915.61,3961.37,-45.75,0.0,2017-06-20 22:00:00,MDA,SIN
23,XALAPA,3939.4,3980.48,-38.7,-2.38,2017-06-20 23:00:00,MDA,SIN
24,XALAPA,2411.92,2449.97,-38.04,0.0,2017-06-21 00:00:00,MDA,SIN
1,ZACAPU,4129.68,3942.82,186.86,0.0,2017-06-20 01:00:00,MDA,SIN
2,ZACAPU,3487.5,3343.6,143.9,0.0,2017-06-20 02:00:00,MDA,SIN
3,ZACAPU,2507.55,2405.82,101.74,0.0,2017-06-20 03:00:00,MDA,SIN
4,ZACAPU,1376.8,1324.2,52.59,0.0,2017-06-20 04:00:00,MDA,SIN
5,ZACAPU,2603.97,2497.89,106.08,0.0,2017-06-20 05:00:00,MDA,SIN
6,ZACAPU,1539.59,1477.36,62.23,0.0,2017-06-20 06:00:00,MDA,SIN
7,ZACAPU,2999.24,2879.73,119.52,0.0,2017-06-20 07:00:00,MDA,SIN
8,ZACAPU,2409.35,2309.77,99.58,0.0,2017-06-20 08:00:00,MDA,SIN
9,ZACAPU,4875.02,4677.74,197.28,0.0,2017-06-20 09:00:00,MDA,SIN
10,ZACAPU,4174.39,3988.8,185.6,0.0,2017-06-20 10:00:00,MDA,SIN
11,ZACAPU,4211.18,4026.56,184.62,0.0,2017-06-20 11:00:00,MDA,SIN
12,ZACAPU,4145.31,4002.69,142.62,0.0,2017-06-20 12:00:00,MDA,SIN
13,ZACAPU,2630.7,2523.5,107.2,0.0,2017-06-20 13:00:00,MDA,SIN
14,ZACAPU,4173.64,4025.46,148.18,0.0,2017-06-20 14:00:00,MDA,SIN
15,ZACAPU,4190.93,4025.12,165.81,0.0,2017-06-20 15:00:00,MDA,SIN
16,ZACAPU,4269.49,4101.78,167.71,0.0,2017-06-20 16:00:00,MDA,SIN
17,ZACAPU,4403.79,4230.28,173.51,0.0,2017-06-20 17:00:00,MDA,SIN
18,ZACAPU,4353.24,4183.65,169.59,0.0,2017-06-20 18:00:00,MDA,SIN
19,ZACAPU,3392.31,3241.9,150.41,0.0,2017-06-20 19:00:00,MDA,SIN
20,ZACAPU,4147.03,3953.12,185.4,8.5,2017-06-20 20:00:00,MDA,SIN
21,ZACAPU,3557.56,3395.57,161.99,0.0,2017-06-20 21:00:00,MDA,SIN
22,ZACAPU,4143.87,3961.37,182.5,0.0,2017-06-20 22:00:00,MDA,SIN
23,ZACAPU,4156.96,3980.48,170.49,5.99,2017-06-20 23:00:00,MDA,SIN
24,ZACAPU,2562.28,2449.97,112.31,0.0,2017-06-21 00:00:00,MDA,SIN
1,ZACATECAS,4332.37,3942.82,389.56,0.0,2017-06-20 01:00:00,MDA,SIN
2,ZACATECAS,3646.63,3343.6,303.03,0.0,2017-06-20 02:00:00,MDA,SIN
3,ZACATECAS,2613.59,2405.82,207.77,0.0,2017-06-20 03:00:00,MDA,SIN
4,ZACATECAS,1430.01,1324.2,105.8,0.0,2017-06-20 04:00:00,MDA,SIN
5,ZACATECAS,2703.02,2497.89,205.14,0.0,2017-06-20 05:00:00,MDA,SIN
6,ZACATECAS,1589.58,1477.36,112.22,0.0,2017-06-20 06:00:00,MDA,SIN
7,ZACATECAS,3093.06,2879.73,213.34,0.0,2017-06-20 07:00:00,MDA,SIN
8,ZACATECAS,2482.04,2309.77,172.27,0.0,2017-06-20 08:00:00,MDA,SIN
9,ZACATECAS,5050.78,4677.74,373.04,0.0,2017-06-20 09:00:00,MDA,SIN
10,ZACATECAS,4351.46,3988.8,362.66,0.0,2017-06-20 10:00:00,MDA,SIN
11,ZACATECAS,4422.56,4026.56,396.0,0.0,2017-06-20 11:00:00,MDA,SIN
12,ZACATECAS,4383.23,4002.69,380.54,0.0,2017-06-20 12:00:00,MDA,SIN
13,ZACATECAS,2778.67,2523.5,255.17,0.0,2017-06-20 13:00:00,MDA,SIN
14,ZACATECAS,4439.55,4025.46,414.09,0.0,2017-06-20 14:00:00,MDA,SIN
15,ZACATECAS,4454.63,4025.12,429.51,0.0,2017-06-20 15:00:00,MDA,SIN
16,ZACATECAS,4562.58,4101.78,460.8,0.0,2017-06-20 16:00:00,MDA,SIN
17,ZACATECAS,4707.85,4230.28,477.57,0.0,2017-06-20 17:00:00,MDA,SIN
18,ZACATECAS,4648.55,4183.65,464.91,0.0,2017-06-20 18:00:00,MDA,SIN
19,ZACATECAS,3594.15,3241.9,352.25,0.0,2017-06-20 19:00:00,MDA,SIN
20,ZACATECAS,4344.01,3953.13,388.36,2.53,2017-06-20 20:00:00,MDA,SIN
21,ZACATECAS,3704.67,3395.57,309.09,0.0,2017-06-20 21:00:00,MDA,SIN
22,ZACATECAS,4356.1,3961.37,394.73,0.0,2017-06-20 22:00:00,MDA,SIN
23,ZACATECAS,4383.13,3980.48,400.87,1.79,2017-06-20 23:00:00,MDA,SIN
24,ZACATECAS,2710.89,2449.97,260.92,0.0,2017-06-21 00:00:00,MDA,SIN
1,ZAMORA,4170.76,3942.82,227.94,0.0,2017-06-20 01:00:00,MDA,SIN
2,ZAMORA,3519.1,3343.6,175.5,0.0,2017-06-20 02:00:00,MDA,SIN
3,ZAMORA,2528.8,2405.82,122.98,0.0,2017-06-20 03:00:00,MDA,SIN
4,ZAMORA,1387.64,1324.2,63.44,0.0,2017-06-20 04:00:00,MDA,SIN
5,ZAMORA,2627.46,2497.89,129.57,0.0,2017-06-20 05:00:00,MDA,SIN
6,ZAMORA,1551.28,1477.36,73.92,0.0,2017-06-20 06:00:00,MDA,SIN
7,ZAMORA,3020.56,2879.73,140.84,0.0,2017-06-20 07:00:00,MDA,SIN
8,ZAMORA,2430.48,2309.77,120.71,0.0,2017-06-20 08:00:00,MDA,SIN
9,ZAMORA,4920.51,4677.74,242.77,0.0,2017-06-20 09:00:00,MDA,SIN
10,ZAMORA,4222.25,3988.8,233.46,0.0,2017-06-20 10:00:00,MDA,SIN
11,ZAMORA,4266.65,4026.56,240.09,0.0,2017-06-20 11:00:00,MDA,SIN
12,ZAMORA,4200.55,4002.69,197.86,0.0,2017-06-20 12:00:00,MDA,SIN
13,ZAMORA,2665.05,2523.5,141.56,0.0,2017-06-20 13:00:00,MDA,SIN
14,ZAMORA,4229.8,4025.46,204.35,0.0,2017-06-20 14:00:00,MDA,SIN
15,ZAMORA,4244.37,4025.12,219.24,0.0,2017-06-20 15:00:00,MDA,SIN
16,ZAMORA,4328.68,4101.78,226.9,0.0,2017-06-20 16:00:00,MDA,SIN
17,ZAMORA,4463.25,4230.28,232.97,0.0,2017-06-20 17:00:00,MDA,SIN
18,ZAMORA,4408.67,4183.65,225.02,0.0,2017-06-20 18:00:00,MDA,SIN
19,ZAMORA,3430.44,3241.91,188.53,0.0,2017-06-20 19:00:00,MDA,SIN
20,ZAMORA,4185.53,3953.13,222.24,10.17,2017-06-20 20:00:00,MDA,SIN
21,ZAMORA,3581.63,3395.57,186.06,0.0,2017-06-20 21:00:00,MDA,SIN
22,ZAMORA,4175.63,3961.37,214.26,0.0,2017-06-20 22:00:00,MDA,SIN
23,ZAMORA,4190.79,3980.48,203.15,7.16,2017-06-20 23:00:00,MDA,SIN
24,ZAMORA,2585.46,2449.97,135.49,0.0,2017-06-21 00:00:00,MDA,SIN
1,ZAPOTLAN,4213.45,3942.82,270.63,0.0,2017-06-20 01:00:00,MDA,SIN
2,ZAPOTLAN,3549.71,3343.6,206.11,0.0,2017-06-20 02:00:00,MDA,SIN
3,ZAPOTLAN,2546.52,2405.82,140.7,0.0,2017-06-20 03:00:00,MDA,SIN
4,ZAPOTLAN,1393.56,1324.2,69.36,0.0,2017-06-20 04:00:00,MDA,SIN
5,ZAPOTLAN,2644.43,2497.89,146.55,0.0,2017-06-20 05:00:00,MDA,SIN
6,ZAPOTLAN,1556.12,1477.36,78.76,0.0,2017-06-20 06:00:00,MDA,SIN
7,ZAPOTLAN,3022.2,2879.73,142.48,0.0,2017-06-20 07:00:00,MDA,SIN
8,ZAPOTLAN,2425.98,2309.77,116.2,0.0,2017-06-20 08:00:00,MDA,SIN
9,ZAPOTLAN,4904.78,4677.74,227.04,0.0,2017-06-20 09:00:00,MDA,SIN
10,ZAPOTLAN,4222.6,3988.79,233.81,0.0,2017-06-20 10:00:00,MDA,SIN
11,ZAPOTLAN,4281.25,4026.56,254.69,0.0,2017-06-20 11:00:00,MDA,SIN
12,ZAPOTLAN,4207.81,4002.69,205.12,0.0,2017-06-20 12:00:00,MDA,SIN
13,ZAPOTLAN,2670.15,2523.5,146.66,0.0,2017-06-20 13:00:00,MDA,SIN
14,ZAPOTLAN,4249.38,4025.46,223.92,0.0,2017-06-20 14:00:00,MDA,SIN
15,ZAPOTLAN,4265.74,4025.12,240.62,0.0,2017-06-20 15:00:00,MDA,SIN
16,ZAPOTLAN,4363.51,4101.78,261.73,0.0,2017-06-20 16:00:00,MDA,SIN
17,ZAPOTLAN,4499.93,4230.28,269.66,0.0,2017-06-20 17:00:00,MDA,SIN
18,ZAPOTLAN,4439.03,4183.65,255.38,0.0,2017-06-20 18:00:00,MDA,SIN
19,ZAPOTLAN,3447.29,3241.9,205.38,0.0,2017-06-20 19:00:00,MDA,SIN
20,ZAPOTLAN,4193.74,3953.13,220.62,20.0,2017-06-20 20:00:00,MDA,SIN
21,ZAPOTLAN,3568.42,3395.57,172.85,0.0,2017-06-20 21:00:00,MDA,SIN
22,ZAPOTLAN,4177.12,3961.37,215.75,0.0,2017-06-20 22:00:00,MDA,SIN
23,ZAPOTLAN,4201.65,3980.48,207.09,14.08,2017-06-20 23:00:00,MDA,SIN
24,ZAPOTLAN,2595.41,2449.97,145.44,0.0,2017-06-21 00:00:00,MDA,SIN
1,ZIHUATANEJO,4047.99,3942.82,105.17,0.0,2017-06-20 01:00:00,MDA,SIN
2,ZIHUATANEJO,3433.76,3343.6,90.16,0.0,2017-06-20 02:00:00,MDA,SIN
3,ZIHUATANEJO,2480.69,2405.82,74.87,0.0,2017-06-20 03:00:00,MDA,SIN
4,ZIHUATANEJO,1368.91,1324.2,44.7,0.0,2017-06-20 04:00:00,MDA,SIN
5,ZIHUATANEJO,2573.02,2497.89,75.13,0.0,2017-06-20 05:00:00,MDA,SIN
6,ZIHUATANEJO,1528.75,1477.36,51.39,0.0,2017-06-20 06:00:00,MDA,SIN
7,ZIHUATANEJO,2985.46,2879.73,105.74,0.0,2017-06-20 07:00:00,MDA,SIN
8,ZIHUATANEJO,2394.25,2309.77,84.48,0.0,2017-06-20 08:00:00,MDA,SIN
9,ZIHUATANEJO,4838.89,4677.74,161.15,0.0,2017-06-20 09:00:00,MDA,SIN
10,ZIHUATANEJO,4117.24,3988.79,128.44,0.0,2017-06-20 10:00:00,MDA,SIN
11,ZIHUATANEJO,4153.97,4026.56,127.42,0.0,2017-06-20 11:00:00,MDA,SIN
12,ZIHUATANEJO,4059.01,4002.69,56.32,0.0,2017-06-20 12:00:00,MDA,SIN
13,ZIHUATANEJO,2609.01,2523.5,85.52,0.0,2017-06-20 13:00:00,MDA,SIN
14,ZIHUATANEJO,4073.53,4025.46,48.07,0.0,2017-06-20 14:00:00,MDA,SIN
15,ZIHUATANEJO,4097.25,4025.12,72.12,0.0,2017-06-20 15:00:00,MDA,SIN
16,ZIHUATANEJO,4075.12,4101.78,-26.66,0.0,2017-06-20 16:00:00,MDA,SIN
17,ZIHUATANEJO,4177.95,4230.28,-52.33,0.0,2017-06-20 17:00:00,MDA,SIN
18,ZIHUATANEJO,4138.59,4183.65,-45.06,0.0,2017-06-20 18:00:00,MDA,SIN
19,ZIHUATANEJO,3286.01,3241.9,44.1,0.0,2017-06-20 19:00:00,MDA,SIN
20,ZIHUATANEJO,4065.75,3953.12,109.22,3.41,2017-06-20 20:00:00,MDA,SIN
21,ZIHUATANEJO,3517.33,3395.57,121.76,0.0,2017-06-20 21:00:00,MDA,SIN
22,ZIHUATANEJO,3993.65,3961.37,32.29,0.0,2017-06-20 22:00:00,MDA,SIN
23,ZIHUATANEJO,4009.77,3980.48,26.91,2.38,2017-06-20 23:00:00,MDA,SIN
24,ZIHUATANEJO,2528.15,2449.97,78.18,0.0,2017-06-21 00:00:00,MDA,SIN
1,ENSENADA,481.13,461.73,19.4,0.0,2017-06-12 01:00:00,MTR,BCA
2,ENSENADA,449.72,431.18,18.54,0.0,2017-06-12 02:00:00,MTR,BCA
3,ENSENADA,450.03,431.86,18.17,0.0,2017-06-12 03:00:00,MTR,BCA
4,ENSENADA,449.95,432.32,17.63,0.0,2017-06-12 04:00:00,MTR,BCA
5,ENSENADA,450.52,432.85,17.67,0.0,2017-06-12 05:00:00,MTR,BCA
6,ENSENADA,452.22,434.27,17.95,0.0,2017-06-12 06:00:00,MTR,BCA
7,ENSENADA,486.52,468.68,17.84,0.0,2017-06-12 07:00:00,MTR,BCA
8,ENSENADA,486.82,467.58,19.24,0.0,2017-06-12 08:00:00,MTR,BCA
9,ENSENADA,489.28,468.39,20.89,0.0,2017-06-12 09:00:00,MTR,BCA
10,ENSENADA,490.01,468.47,21.54,0.0,2017-06-12 10:00:00,MTR,BCA
11,ENSENADA,504.97,481.97,23.0,0.0,2017-06-12 11:00:00,MTR,BCA
12,ENSENADA,527.69,503.98,23.71,0.0,2017-06-12 12:00:00,MTR,BCA
13,ENSENADA,499.22,476.88,22.34,0.0,2017-06-12 13:00:00,MTR,BCA
14,ENSENADA,482.25,458.33,23.92,0.0,2017-06-12 14:00:00,MTR,BCA
15,ENSENADA,475.79,451.75,24.05,0.0,2017-06-12 15:00:00,MTR,BCA
16,ENSENADA,481.76,457.29,24.48,0.0,2017-06-12 16:00:00,MTR,BCA
17,ENSENADA,491.14,466.99,24.15,0.0,2017-06-12 17:00:00,MTR,BCA
18,ENSENADA,519.88,495.07,24.82,0.0,2017-06-12 18:00:00,MTR,BCA
19,ENSENADA,507.69,484.05,23.64,0.0,2017-06-12 19:00:00,MTR,BCA
20,ENSENADA,533.3,508.55,24.75,0.0,2017-06-12 20:00:00,MTR,BCA
21,ENSENADA,511.03,486.17,24.86,0.0,2017-06-12 21:00:00,MTR,BCA
22,ENSENADA,514.86,490.79,24.07,0.0,2017-06-12 22:00:00,MTR,BCA
23,ENSENADA,506.46,485.04,21.43,0.0,2017-06-12 23:00:00,MTR,BCA
24,ENSENADA,500.4,480.09,20.31,0.0,2017-06-13 00:00:00,MTR,BCA
1,MEXICALI,453.65,461.73,-8.09,0.0,2017-06-12 01:00:00,MTR,BCA
2,MEXICALI,423.39,431.18,-7.79,0.0,2017-06-12 02:00:00,MTR,BCA
3,MEXICALI,423.3,431.86,-8.56,0.0,2017-06-12 03:00:00,MTR,BCA
4,MEXICALI,422.98,432.32,-9.35,0.0,2017-06-12 04:00:00,MTR,BCA
5,MEXICALI,422.87,432.85,-9.98,0.0,2017-06-12 05:00:00,MTR,BCA
6,MEXICALI,423.06,434.27,-11.21,0.0,2017-06-12 06:00:00,MTR,BCA
7,MEXICALI,458.42,468.68,-10.26,0.0,2017-06-12 07:00:00,MTR,BCA
8,MEXICALI,454.14,467.58,-13.44,0.0,2017-06-12 08:00:00,MTR,BCA
9,MEXICALI,455.15,468.39,-13.24,0.0,2017-06-12 09:00:00,MTR,BCA
10,MEXICALI,454.75,468.47,-13.72,0.0,2017-06-12 10:00:00,MTR,BCA
11,MEXICALI,468.55,481.97,-13.42,0.0,2017-06-12 11:00:00,MTR,BCA
12,MEXICALI,490.77,503.98,-13.21,0.0,2017-06-12 12:00:00,MTR,BCA
13,MEXICALI,465.1,476.88,-11.78,0.0,2017-06-12 13:00:00,MTR,BCA
14,MEXICALI,446.7,458.33,-11.63,0.0,2017-06-12 14:00:00,MTR,BCA
15,MEXICALI,442.56,451.75,-9.18,0.0,2017-06-12 15:00:00,MTR,BCA
16,MEXICALI,451.73,457.29,-5.56,0.0,2017-06-12 16:00:00,MTR,BCA
17,MEXICALI,462.71,466.99,-4.28,0.0,2017-06-12 17:00:00,MTR,BCA
18,MEXICALI,489.48,495.07,-5.59,0.0,2017-06-12 18:00:00,MTR,BCA
19,MEXICALI,477.8,484.05,-6.25,0.0,2017-06-12 19:00:00,MTR,BCA
20,MEXICALI,501.08,508.55,-7.48,0.0,2017-06-12 20:00:00,MTR,BCA
21,MEXICALI,479.17,486.17,-7.0,0.0,2017-06-12 21:00:00,MTR,BCA
22,MEXICALI,484.47,490.79,-6.32,0.0,2017-06-12 22:00:00,MTR,BCA
23,MEXICALI,478.79,485.04,-6.25,0.0,2017-06-12 23:00:00,MTR,BCA
24,MEXICALI,474.36,480.09,-5.73,0.0,2017-06-13 00:00:00,MTR,BCA
1,SANLUIS,455.23,461.73,-6.51,0.0,2017-06-12 01:00:00,MTR,BCA
2,SANLUIS,424.26,431.18,-6.91,0.0,2017-06-12 02:00:00,MTR,BCA
3,SANLUIS,423.8,431.86,-8.06,0.0,2017-06-12 03:00:00,MTR,BCA
4,SANLUIS,423.18,432.32,-9.14,0.0,2017-06-12 04:00:00,MTR,BCA
5,SANLUIS,422.88,432.85,-9.96,0.0,2017-06-12 05:00:00,MTR,BCA
6,SANLUIS,422.84,434.27,-11.44,0.0,2017-06-12 06:00:00,MTR,BCA
7,SANLUIS,457.84,468.68,-10.84,0.0,2017-06-12 07:00:00,MTR,BCA
8,SANLUIS,453.19,467.58,-14.39,0.0,2017-06-12 08:00:00,MTR,BCA
9,SANLUIS,454.63,468.39,-13.76,0.0,2017-06-12 09:00:00,MTR,BCA
10,SANLUIS,454.3,468.47,-14.17,0.0,2017-06-12 10:00:00,MTR,BCA
11,SANLUIS,468.44,481.97,-13.53,0.0,2017-06-12 11:00:00,MTR,BCA
12,SANLUIS,490.97,503.98,-13.01,0.0,2017-06-12 12:00:00,MTR,BCA
13,SANLUIS,465.54,476.88,-11.35,0.0,2017-06-12 13:00:00,MTR,BCA
14,SANLUIS,447.21,458.33,-11.13,0.0,2017-06-12 14:00:00,MTR,BCA
15,SANLUIS,443.4,451.75,-8.35,0.0,2017-06-12 15:00:00,MTR,BCA
16,SANLUIS,452.84,457.29,-4.44,0.0,2017-06-12 16:00:00,MTR,BCA
17,SANLUIS,464.07,466.99,-2.92,0.0,2017-06-12 17:00:00,MTR,BCA
18,SANLUIS,490.94,495.07,-4.13,0.0,2017-06-12 18:00:00,MTR,BCA
19,SANLUIS,479.07,484.05,-4.98,0.0,2017-06-12 19:00:00,MTR,BCA
20,SANLUIS,502.01,508.55,-6.54,0.0,2017-06-12 20:00:00,MTR,BCA
21,SANLUIS,480.41,486.17,-5.76,0.0,2017-06-12 21:00:00,MTR,BCA
22,SANLUIS,486.03,490.79,-4.76,0.0,2017-06-12 22:00:00,MTR,BCA
23,SANLUIS,480.27,485.04,-4.77,0.0,2017-06-12 23:00:00,MTR,BCA
24,SANLUIS,475.76,480.09,-4.33,0.0,2017-06-13 00:00:00,MTR,BCA
1,TIJUANA,466.15,461.73,4.42,0.0,2017-06-12 01:00:00,MTR,BCA
2,TIJUANA,435.17,431.18,4.0,0.0,2017-06-12 02:00:00,MTR,BCA
3,TIJUANA,435.63,431.86,3.77,0.0,2017-06-12 03:00:00,MTR,BCA
4,TIJUANA,435.97,432.32,3.65,0.0,2017-06-12 04:00:00,MTR,BCA
5,TIJUANA,436.6,432.85,3.75,0.0,2017-06-12 05:00:00,MTR,BCA
6,TIJUANA,438.3,434.27,4.03,0.0,2017-06-12 06:00:00,MTR,BCA
7,TIJUANA,474.09,468.68,5.41,0.0,2017-06-12 07:00:00,MTR,BCA
8,TIJUANA,473.9,467.58,6.32,0.0,2017-06-12 08:00:00,MTR,BCA
9,TIJUANA,475.32,468.39,6.93,0.0,2017-06-12 09:00:00,MTR,BCA
10,TIJUANA,475.72,468.47,7.24,0.0,2017-06-12 10:00:00,MTR,BCA
11,TIJUANA,490.01,481.97,8.04,0.0,2017-06-12 11:00:00,MTR,BCA
12,TIJUANA,512.43,503.98,8.45,0.0,2017-06-12 12:00:00,MTR,BCA
13,TIJUANA,484.8,476.88,7.92,0.0,2017-06-12 13:00:00,MTR,BCA
14,TIJUANA,466.01,458.33,7.68,0.0,2017-06-12 14:00:00,MTR,BCA
15,TIJUANA,459.03,451.75,7.28,0.0,2017-06-12 15:00:00,MTR,BCA
16,TIJUANA,464.71,457.29,7.42,0.0,2017-06-12 16:00:00,MTR,BCA
17,TIJUANA,474.62,466.99,7.63,0.0,2017-06-12 17:00:00,MTR,BCA
18,TIJUANA,502.65,495.07,7.59,0.0,2017-06-12 18:00:00,MTR,BCA
19,TIJUANA,491.53,484.05,7.49,0.0,2017-06-12 19:00:00,MTR,BCA
20,TIJUANA,516.5,508.55,7.94,0.0,2017-06-12 20:00:00,MTR,BCA
21,TIJUANA,494.48,486.17,8.31,0.0,2017-06-12 21:00:00,MTR,BCA
22,TIJUANA,498.95,490.79,8.17,0.0,2017-06-12 22:00:00,MTR,BCA
23,TIJUANA,492.38,485.04,7.34,0.0,2017-06-12 23:00:00,MTR,BCA
24,TIJUANA,486.84,480.09,6.75,0.0,2017-06-13 00:00:00,MTR,BCA
1,CONSTITUCION,1963.76,1924.17,39.59,0.0,2017-06-12 01:00:00,MTR,BCS
2,CONSTITUCION,1900.9,1868.57,32.33,0.0,2017-06-12 02:00:00,MTR,BCS
3,CONSTITUCION,1795.68,1769.56,26.13,0.0,2017-06-12 03:00:00,MTR,BCS
4,CONSTITUCION,1836.42,1814.97,21.45,0.0,2017-06-12 04:00:00,MTR,BCS
5,CONSTITUCION,1835.53,1816.57,18.96,0.0,2017-06-12 05:00:00,MTR,BCS
6,CONSTITUCION,1835.53,1816.57,18.96,0.0,2017-06-12 06:00:00,MTR,BCS
7,CONSTITUCION,1838.44,1814.89,23.56,0.0,2017-06-12 07:00:00,MTR,BCS
8,CONSTITUCION,1846.98,1816.27,30.71,0.0,2017-06-12 08:00:00,MTR,BCS
9,CONSTITUCION,1860.79,1815.51,45.28,0.0,2017-06-12 09:00:00,MTR,BCS
10,CONSTITUCION,1980.03,1926.08,53.95,0.0,2017-06-12 10:00:00,MTR,BCS
11,CONSTITUCION,2078.2,2007.33,70.86,0.0,2017-06-12 11:00:00,MTR,BCS
12,CONSTITUCION,2227.09,2147.55,79.54,0.0,2017-06-12 12:00:00,MTR,BCS
13,CONSTITUCION,3433.2,3302.6,130.59,0.0,2017-06-12 13:00:00,MTR,BCS
14,CONSTITUCION,2298.26,2197.32,100.94,0.0,2017-06-12 14:00:00,MTR,BCS
15,CONSTITUCION,2383.53,2275.37,108.16,0.0,2017-06-12 15:00:00,MTR,BCS
16,CONSTITUCION,3852.55,3666.19,186.37,0.0,2017-06-12 16:00:00,MTR,BCS
17,CONSTITUCION,4036.74,3895.71,141.03,0.0,2017-06-12 17:00:00,MTR,BCS
18,CONSTITUCION,4085.64,3942.44,143.2,0.0,2017-06-12 18:00:00,MTR,BCS
19,CONSTITUCION,4097.77,3908.31,189.46,0.0,2017-06-12 19:00:00,MTR,BCS
20,CONSTITUCION,4058.49,3879.89,178.6,0.0,2017-06-12 20:00:00,MTR,BCS
21,CONSTITUCION,4006.32,3809.35,196.96,0.0,2017-06-12 21:00:00,MTR,BCS
22,CONSTITUCION,4226.44,4031.45,195.0,0.0,2017-06-12 22:00:00,MTR,BCS
23,CONSTITUCION,4100.76,3908.24,192.52,0.0,2017-06-12 23:00:00,MTR,BCS
24,CONSTITUCION,3565.56,3433.7,131.86,0.0,2017-06-13 00:00:00,MTR,BCS
1,LA PAZ,1941.68,1924.17,17.51,0.0,2017-06-12 01:00:00,MTR,BCS
2,LA PAZ,1885.24,1868.57,16.67,0.0,2017-06-12 02:00:00,MTR,BCS
3,LA PAZ,1785.88,1769.56,16.32,0.0,2017-06-12 03:00:00,MTR,BCS
4,LA PAZ,1829.03,1814.97,14.07,0.0,2017-06-12 04:00:00,MTR,BCS
5,LA PAZ,1829.86,1816.57,13.29,0.0,2017-06-12 05:00:00,MTR,BCS
6,LA PAZ,1829.86,1816.57,13.29,0.0,2017-06-12 06:00:00,MTR,BCS
7,LA PAZ,1829.33,1814.89,14.45,0.0,2017-06-12 07:00:00,MTR,BCS
8,LA PAZ,1829.77,1816.27,13.49,0.0,2017-06-12 08:00:00,MTR,BCS
9,LA PAZ,1829.88,1815.51,14.38,0.0,2017-06-12 09:00:00,MTR,BCS
